issn;journal_title;oa_model;apc;year;;;
2573-5152;Futures & Foresight Science;Hybrid;3000;2018;;;
1522-2608;GAMM-Mitteilungen;Hybrid;2500;2018;;;
1468-0424;Gender & History;Hybrid;2500;2018;;;
1468-0432;Gender, Work & Organization;Hybrid;3100;2018;;;
1939-3466;General Anthropology;Hybrid;3000;2018;;;
1365-2443;Genes to Cells;Hybrid;3800;2018;;;
1601-183X;Genes, Brain and Behavior;Hybrid;3000;2018;;;
1098-2264;Genes, Chromosomes & Cancer;Hybrid;3600;2018;;;
1526-968X;Genesis;Hybrid;3300;2018;;;
1098-2272;Genetic Epidemiology;Hybrid;3550;2018;;;
1520-6548;Geoarchaeology;Hybrid;2500;2018;;;
1472-4669;Geobiology;Hybrid;3700;2018;;;
1525-2027;Geochemistry, Geophysics, Geosystems;Hybrid;3500;2018;;;
1538-4632;Geographical Analysis;Hybrid;3000;2018;;;
1475-4959;Geographical Journal - The;Hybrid;3000;2018;;;
1745-5871;Geographical Research;Hybrid;2900;2018;;;
1931-0846;Geographical Review;Hybrid;3000;2018;;;
1749-8198;Geography Compass;Hybrid;2500;2018;;;
1099-1034;Geological Journal;Hybrid;3500;2018;;;
1365-2451;Geology Today;Hybrid;3000;2018;;;
1365-2478;Geophysical Prospecting;Hybrid;2500;2018;;;
1944-8007;Geophysical Research Letters;Hybrid;2500;2018;;;
1751-908X;Geostandards and Geoanalytical Research;Hybrid;3600;2018;;;
1447-0594;Geriatrics & Gerontology International;Hybrid;3000;2018;;;
1468-0475;German Economic Review;Hybrid;3000;2018;;;
1468-0483;German Life and Letters;Hybrid;2500;2018;;;
1756-1183;German Quarterly - The;Hybrid;3000;2018;;;
1741-2358;Gerodontology;Hybrid;2500;2018;;;
1098-1136;Glia;Hybrid;4200;2018;;;
1944-9224;Global Biogeochemical Cycles;Hybrid;3500;2018;;;
1365-2486;Global Change Biology;Hybrid;4250;2018;;;
1466-8238;Global Ecology and Biogeography;Hybrid;3650;2018;;;
1471-0374;Global Networks;Hybrid;3000;2018;;;
1758-5899;Global Policy;Hybrid;2800;2018;;;
2042-5805;Global Strategy Journal;Hybrid;3000;2018;;;
1468-0491;Governance;Hybrid;3300;2018;;;
1365-2494;Grass and Forage Science;Hybrid;3000;2018;;;
1744-697X;Grassland Science;Hybrid;2500;2018;;;
2152-3878;Greenhouse Gases: Science and Technology;Hybrid;2500;2018;;;
1745-6584;Ground Water;Hybrid;3000;2018;;;
1745-6592;Ground Water Monitoring & Remediation;Hybrid;3000;2018;;;
1468-2257;Growth and Change;Hybrid;2500;2018;;;
1365-2516;Haemophilia;Hybrid;3650;2018;;;
1552-146X;Hastings Center Report - The;Hybrid;3000;2018;;;
1097-0347;Head & Neck;Hybrid;3650;2018;;;
1526-4610;Headache;Hybrid;3000;2018;;;
1365-2524;Health and Social Care in the Community;Hybrid;4200;2018;;;
1099-1050;Health Economics;Hybrid;4200;2018;;;
1471-1842;Health Information and Libraries Journal;Hybrid;3000;2018;;;
2201-1617;Health Promotion Journal of Australia;Hybrid;3000;2018;;;
1475-6773;Health Services Research;Hybrid;3300;2018;;;
1523-1496;Heat Transfer-Asian Research;Hybrid;2500;2018;;;
1523-5378;Helicobacter;Hybrid;3000;2018;;;
1522-2675;Helvetica Chimica Acta;Hybrid;2500;2018;;;
1099-1069;Hematological Oncology;Hybrid;3500;2018;;;
1542-4758;Hemodialysis International;Hybrid;3100;2018;;;
1527-3350;Hepatology;Hybrid;2000;2018;;;
1872-034X;Hepatology Research;Hybrid;3100;2018;;;
1098-1071;Heteroatom Chemistry;Hybrid;2500;2018;;;
1468-2265;Heythrop Journal - The;Hybrid;3000;2018;;;
2470-6981;High Frequency;Hybrid;3000;2018;;;
1468-2273;Higher Education Quarterly;Hybrid;2500;2018;;;
1098-1063;Hippocampus;Hybrid;4100;2018;;;
1365-2559;Histopathology;Hybrid;4100;2018;;;
1540-6563;Historian - The;Hybrid;3000;2018;;;
1468-2281;Historical Research;Hybrid;3000;2018;;;
1468-229X;History;Hybrid;3000;2018;;;
1468-2303;History and Theory;Hybrid;3000;2018;;;
1478-0542;History Compass;Hybrid;2500;2018;;;
1468-1293;HIV Medicine;Hybrid;3000;2018;;;
2059-1101;Howard Journal of Crime and Justice - The;Hybrid;3000;2018;;;
1097-0193;Human Brain Mapping;Hybrid;4250;2018;;;
1520-6564;Human Factors and Ergonomics in Manufacturing & Service Industries;Hybrid;2500;2018;;;
1098-1004;Human Mutation;Hybrid;4000;2018;;;
1099-1077;Human Psychopharmacology: Clinical and Experimental;Hybrid;3400;2018;;;
1748-8583;Human Resource Management Journal;Hybrid;3100;2018;;;
1099-1085;Hydrological Processes;Hybrid;4200;2018;;;
1527-2001;Hypatia;Hybrid;3000;2018;;;
1474-919X;Ibis;Hybrid;3000;2018;;;
1600-065X;Immunological Reviews;Hybrid;4300;2018;;;
1365-2567;Immunology;Hybrid;3000;2018;;;
1440-1711;Immunology and Cell Biology  ;Hybrid;3000;2018;;;
2510-5345;Immunomedicine;Hybrid;3000;2018;;;
1600-0668;Indoor Air;Hybrid;4300;2018;;;
1468-2338;Industrial Relations Journal;Hybrid;2500;2018;;;
1532-7078;Infancy;Hybrid;3000;2018;;;
1522-7219;Infant and Child Development;Hybrid;2500;2018;;;
1097-0355;Infant Mental Health Journal;Hybrid;3000;2018;;;
"1750-4740
(Print only)";infocus Magazine;Hybrid;3000;2018;;;
1365-2575;Information Systems Journal;Hybrid;4000;2018;;;
1752-4598;Insect Conservation and Diversity;Hybrid;3000;2018;;;
1365-2583;Insect Molecular Biology;Hybrid;3000;2018;;;
1744-7917;Insect Science;Hybrid;3000;2018;;;
1551-3793;Integrated Environmental Assessment and Management;Hybrid;3000;2018;;;
1749-4877;Integrative Zoology;Hybrid;3600;2018;;;
1099-1174;Intelligent Systems in Accounting, Finance & Management;Hybrid;2500;2018;;;
1445-5994;Internal Medicine Journal;Hybrid;2500;2018;;;
1875-595X;International Dental Journal;Hybrid;2900;2018;;;
1468-2354;International Economic Review;Hybrid;3000;2018;;;
1365-2591;International Endodontic Journal;Hybrid;3700;2018;;;
1468-2362;International Finance;Hybrid;2500;2018;;;
2042-6984;International Forum on Allergy & Rhinology;Hybrid;3000;2018;;;
1099-1107;International Insolvency Review;Hybrid;3000;2018;;;
1096-9853;International Journal for Numerical and Analytical Methods in Geomechanics;Hybrid;3800;2018;;;
2040-7947;International Journal for Numerical Methods in Biomedical Engineering;Hybrid;3800;2018;;;
1097-0207;International Journal for Numerical Methods in Engineering;Hybrid;3800;2018;;;
1097-0363;International Journal for Numerical Methods in Fluids;Hybrid;3700;2018;;;
1099-1115;International Journal of Adaptive Control and Signal Processing;Hybrid;3000;2018;;;
1744-7402;International Journal of Applied Ceramic Technology;Hybrid;3000;2018;;;
2041-1294;International Journal of Applied Glass Science;Hybrid;3000;2018;;;
1473-4192;International Journal of Applied Linguistics;Hybrid;2500;2018;;;
1556-9187;International Journal of Applied Psychoanalytic Studies;Hybrid;2500;2018;;;
1476-8070;International Journal of Art & Design Education - The;Hybrid;3000;2018;;;
1099-1123;International Journal of Auditing;Hybrid;2500;2018;;;
1097-0215;International Journal of Cancer;Hybrid;3900;2018;;;
1097-4601;International Journal of Chemical Kinetics;Hybrid;3100;2018;;;
1097-007X;International Journal of Circuit Theory and Applications;Hybrid;3500;2018;;;
1097-0088;International Journal of Climatology;Hybrid;3000;2018;;;
1742-1241;International Journal of Clinical Practice;Hybrid;4500;2018;;;
1099-1131;International Journal of Communication Systems;Hybrid;3000;2018;;;
1470-6431;International Journal of Consumer Studies;Hybrid;2500;2018;;;
1468-2494;International Journal of Cosmetic Science;Hybrid;3000;2018;;;
1471-0307;International Journal of Dairy Technology;Hybrid;3000;2018;;;
1601-5037;International Journal of Dental Hygiene;Hybrid;2900;2018;;;
1365-4632;International Journal of Dermatology;Hybrid;3100;2018;;;
1098-108X;International Journal of Eating Disorders;Hybrid;3700;2018;;;
1099-114X;International Journal of Energy Research;Hybrid;4000;2018;;;
1365-2613;International Journal of Experimental Pathology;Hybrid;3400;2018;;;
1099-1158;International Journal of Finance & Economics;Hybrid;2500;2018;;;
1365-2621;International Journal of Food Science & Technology;Hybrid;3300;2018;;;
1099-1166;International Journal of Geriatric Psychiatry;Hybrid;3550;2018;;;
1879-3479;International Journal of Gynecology & Obstetrics;Hybrid;3000;2018;;;
1099-1751;International Journal of Health Planning and Management - The;Hybrid;2900;2018;;;
1098-1098;International Journal of Imaging Systems and Technology;Hybrid;2500;2018;;;
1744-313X;International Journal of Immunogenetics;Hybrid;2500;2018;;;
1098-111X;International Journal of Intelligent Systems;Hybrid;2500;2018;;;
1475-6781;International Journal of Japanese Sociology;Hybrid;2500;2018;;;
1751-553X;International Journal of Laboratory Hematology;Hybrid;3100;2018;;;
1460-6984;International Journal of Language & Communication Disorders;Hybrid;3000;2018;;;
1468-2370;International Journal of Management Reviews;Hybrid;3300;2018;;;
1478-596X;International Journal of Medical Robotics and Computer Assisted Surgery - The;Hybrid;3000;2018;;;
1447-0349;International Journal of Mental Health Nursing;Hybrid;3700;2018;;;
1557-0657;International Journal of Methods in Psychiatric Research;Hybrid;3000;2018;;;
1095-9270;International Journal of Nautical Archaeology - The;Hybrid;3000;2018;;;
1099-1190;International Journal of Network Management;Hybrid;2500;2018;;;
1479-103X;International Journal of Nonprofit and Voluntary Sector Marketing;Hybrid;2500;2018;;;
1099-1204;International Journal of Numerical Modelling: Electronic Networks, Devices and Fields;Hybrid;2500;2018;;;
2047-3095;International Journal of Nursing Knowledge;Hybrid;3000;2018;;;
1440-172X;International Journal of Nursing Practice;Hybrid;3000;2018;;;
1748-3743;International Journal of Older People Nursing;Hybrid;2500;2018;;;
1099-1212;International Journal of Osteoarchaeology;Hybrid;3000;2018;;;
1365-263X;International Journal of Paediatric Dentistry;Hybrid;3400;2018;;;
2042-7174;International Journal of Pharmacy Practice;Hybrid;3000;2018;;;
1464-066X;International Journal of Psychology;Hybrid;3000;2018;;;
1097-461X;International Journal of Quantum Chemistry;Hybrid;3800;2018;;;
1099-047X;International Journal of RF and Microwave Computer-Aided Engineering;Hybrid;2500;2018;;;
1756-185X;International Journal of Rheumatic Diseases;Hybrid;3100;2018;;;
1099-1239;International Journal of Robust and Nonlinear Control;Hybrid;2500;2018;;;
1542-0981;International Journal of Satellite Communications and Networking;Hybrid;3500;2018;;;
1468-2389;International Journal of Selection and Assessment;Hybrid;2500;2018;;;
1468-2397;International Journal of Social Welfare;Hybrid;3000;2018;;;
1468-2400;International Journal of Systematic Theology;Hybrid;2500;2018;;;
1522-1970;International Journal of Tourism Research;Hybrid;2500;2018;;;
1468-2419;International Journal of Training and Development;Hybrid;2500;2018;;;
1468-2427;International Journal of Urban and Regional Research;Hybrid;3300;2018;;;
1749-771X;International Journal of Urological Nursing;Hybrid;3000;2018;;;
1442-2042;International Journal of Urology;Hybrid;3300;2018;;;
1564-913X;International Labour Review;Hybrid;2500;2018;;;
1468-2435;International Migration;Hybrid;2500;2018;;;
1466-7657;International Nursing Review;Hybrid;3000;2018;;;
1468-2443;International Review of Finance;Hybrid;2500;2018;;;
1522-2632;International Review of Hydrobiology;Hybrid;2500;2018;;;
1758-6631;International Review of Mission;Hybrid;3000;2018;;;
1468-2451;International Social Science Journal;Hybrid;2500;2018;;;
1468-246X;International Social Security Review;Hybrid;2500;2018;;;
1751-5823;International Statistical Review;Hybrid;3900;2018;;;
1475-3995;International Transactions in Operational Research;Hybrid;2800;2018;;;
2050-7038;International Transactions on Electrical Energy Systems;Hybrid;3000;2018;;;
1742-481X;International Wound Journal;Hybrid;4100;2018;;;
1748-1090;International Zoo Yearbook;Hybrid;3000;2018;;;
1744-7410;Invertebrate Biology;Hybrid;3000;2018;;;
1531-0361;Irrigation and Drainage;Hybrid;3000;2018;;;
1751-2824;ISBT Science Series;Hybrid;3000;2018;;;
1440-1738;Island Arc;Hybrid;2500;2018;;;
1869-5868;Israel Journal of Chemistry (Electronic);Hybrid;3000;2018;;;
1521-6551;IUBMB Life;Hybrid;3000;2018;;;
1742-7924;Japan Journal of Nursing Science;Hybrid;2500;2018;;;
1468-5965;JCMS: Journal of Common Market Studies;Hybrid;3200;2018;;;
1610-0387;JDDG - Journal der Deutschen Dermatologischen Gesellschaft;Hybrid;3000;2018;;;
1754-0208;Journal for Eighteenth-Century Studies;Hybrid;3000;2018;;;
1744-6155;Journal for Specialists in Pediatric Nursing;Hybrid;2500;2018;;;
1468-5906;Journal for the Scientific Study of Religion;Hybrid;3000;2018;;;
1468-5914;Journal for the Theory of Social Behaviour;Hybrid;2500;2018;;;
2161-1874;Journal of Addictions & Offender Counseling;Hybrid;3000;2018;;;
1936-2706;Journal of Adolescent & Adult Literacy;Hybrid;3000;2018;;;
1365-2648;Journal of Advanced Nursing;Hybrid;4200;2018;;;
1540-6245;Journal of Aesthetics and Art Criticism - The;Hybrid;3000;2018;;;
1471-0366;Journal of Agrarian Change;Hybrid;3000;2018;;;
1477-9552;Journal of Agricultural Economics;Hybrid;3000;2018;;;
1439-037X;Journal of Agronomy and Crop Science;Hybrid;3600;2018;;;
1542-734X;Journal of American Culture - The;Hybrid;3000;2018;;;
1468-5922;Journal of Analytical Psychology;Hybrid;3000;2018;;;
1469-7580;Journal of Anatomy;Hybrid;3000;2018;;;
1439-0388;Journal of Animal Breeding and Genetics;Hybrid;3700;2018;;;
1365-2656;Journal of Animal Ecology;Hybrid;3000;2018;;;
1439-0396;Journal of Animal Physiology and Animal Nutrition ;Hybrid;3500;2018;;;
1938-3703;Journal of Applied Behavior Analysis;Hybrid;3000;2018;;;
1751-9861;Journal of Applied Biobehavioral Research;Hybrid;2500;2018;;;
1745-6622;Journal of Applied Corporate Finance;Hybrid;3000;2018;;;
1365-2664;Journal of Applied Ecology;Hybrid;3000;2018;;;
1099-1255;Journal of Applied Econometrics;Hybrid;2500;2018;;;
1439-0418;Journal of Applied Entomology;Hybrid;3000;2018;;;
1439-0426;Journal of Applied Ichthyology;Hybrid;2900;2018;;;
1365-2672;Journal of Applied Microbiology;Hybrid;3000;2018;;;
1468-5930;Journal of Applied Philosophy;Hybrid;3000;2018;;;
1097-4628;Journal of Applied Polymer Science;Hybrid;3600;2018;;;
1468-3148;Journal of Applied Research in Intellectual Disabilities;Hybrid;3200;2018;;;
1559-1816;Journal of Applied Social Psychology;Hybrid;2500;2018;;;
1099-1263;Journal of Applied Toxicology;Hybrid;3550;2018;;;
 1548-8667;Journal of Aquatic Animal Health;Hybrid;3000;2018;;;
1600-048X;Journal of Avian Biology;Hybrid;2000;2018;;;
1521-4028;Journal of Basic Microbiology;Hybrid;2500;2018;;;
1099-0771;Journal of Behavioral Decision Making;Hybrid;3200;2018;;;
1099-0461;Journal of Biochemical and Molecular Toxicology;Hybrid;3500;2018;;;
1365-2699;Journal of Biogeography;Hybrid;4200;2018;;;
1552-4965;Journal of Biomedical Materials Research Part A;Hybrid;3750;2018;;;
1552-4981;Journal of Biomedical Materials Research Part B: Applied Biomaterials;Hybrid;2500;2018;;;
1864-0648;Journal of Biophotonics;Hybrid;4400;2018;;;
1523-4681;Journal of Bone and Mineral Research;Hybrid;3000;2018;;;
1468-5957;Journal of Business Finance & Accounting;Hybrid;2900;2018;;;
2158-1592;Journal of Business Logistics;Hybrid;3000;2018;;;
1540-8191;Journal of Cardiac Surgery;Hybrid;2700;2018;;;
1540-8167;Journal of Cardiovascular Electrophysiology;Hybrid;3900;2018;;;
1097-4644;Journal of Cellular Biochemistry;Hybrid;4000;2018;;;
1097-4652;Journal of Cellular Physiology;Hybrid;4500;2018;;;
1097-4660;Journal of Chemical Technology & Biotechnology;Hybrid;3800;2018;;;
1099-128X;Journal of Chemometrics;Hybrid;3900;2018;;;
1744-6171;Journal of Child and Adolescent Psychiatric Nursing;Hybrid;2500;2018;;;
1469-7610;Journal of Child Psychology and Psychiatry;Hybrid;3800;2018;;;
1540-6253;Journal of Chinese Philosophy;Hybrid;3000;2018;;;
1098-1101;Journal of Clinical Apheresis;Hybrid;3100;2018;;;
1751-7176;Journal of Clinical Hypertension - The;Hybrid;3900;2018;;;
1098-2825;Journal of Clinical Laboratory Analysis;Hybrid;2900;2018;;;
1365-2702;Journal of Clinical Nursing;Hybrid;4000;2018;;;
1600-051X;Journal of Clinical Periodontology;Hybrid;4200;2018;;;
1552-4604;Journal of Clinical Pharmacology - The;Hybrid;3000;2018;;;
1365-2710;Journal of Clinical Pharmacy and Therapeutics;Hybrid;3100;2018;;;
1097-4679;Journal of Clinical Psychology;Hybrid;3000;2018;;;
1097-0096;Journal of Clinical Ultrasound;Hybrid;2900;2018;;;
2161-1882;Journal of College Counseling;Hybrid;3000;2018;;;
1520-6610;Journal of Combinatorial Designs;Hybrid;2500;2018;;;
1099-1298;Journal of Community & Applied Social Psychology;Hybrid;2800;2018;;;
1520-6629;Journal of Community Psychology;Hybrid;2800;2018;;;
1096-9861;Journal of Comparative Neurology - The;Hybrid;4300;2018;;;
1096-987X;Journal of Computational Chemistry;Hybrid;4300;2018;;;
1365-2729;Journal of Computer Assisted Learning;Hybrid;3200;2018;;;
1745-6606;Journal of Consumer Affairs;Hybrid;3000;2018;;;
1479-1838;Journal of Consumer Behaviour;Hybrid;2500;2018;;;
1936-704X;Journal of Contemporary Water Research & Education;Hybrid;3000;2018;;;
1468-5973;Journal of Contingencies and Crisis Management;Hybrid;2500;2018;;;
1473-2165;Journal of Cosmetic Dermatology;Hybrid;3200;2018;;;
1556-6676;Journal of Counseling & Development;Hybrid;3000;2018;;;
2162-6057;Journal of Creative Behavior - The;Hybrid;3000;2018;;;
1600-0560;Journal of Cutaneous Pathology;Hybrid;3100;2018;;;
1346-8138;Journal of Dermatology - The;Hybrid;3300;2018;;;
1753-0407;Journal of Diabetes;Hybrid;3000;2018;;;
1751-2980;Journal of Digestive Diseases;Hybrid;2900;2018;;;
1365-2745;Journal of Ecology;Hybrid;3000;2018;;;
1467-6419;Journal of Economic Surveys;Hybrid;2500;2018;;;
1530-9134;Journal of Economics & Management Strategy;Hybrid;2800;2018;;;
1740-1461;Journal of Empirical Legal Studies;Hybrid;3000;2018;;;
2161-1920;Journal of Employment Counseling;Hybrid;3000;2018;;;
1708-8240;Journal of Esthetic and Restorative Dentistry;Hybrid;3000;2018;;;
1550-7408;Journal of Eukaryotic Microbiology - The;Hybrid;3000;2018;;;
1365-2753;Journal of Evaluation in Clinical Practice;Hybrid;3800;2018;;;
1756-5391;Journal of Evidence-Based Medicine;Hybrid;2500;2018;;;
1420-9101;Journal of Evolutionary Biology;Hybrid;3000;2018;;;
1932-5231;Journal of Experimental Zoology Part A: Ecological Genetics and Physiology;Hybrid;3900;2018;;;
1552-5015;Journal of Experimental Zoology Part B: Molecular and Developmental Evolution;Hybrid;2500;2018;;;
1756-2589;Journal of Family Theory & Review;Hybrid;3000;2018;;;
1467-6427;Journal of Family Therapy;Hybrid;3000;2018;;;
1557-9263;Journal of Field Ornithology;Hybrid;3000;2018;;;
1556-4967;Journal of Field Robotics;Hybrid;3900;2018;;;
1475-6803;Journal of Financial Research - The;Hybrid;3000;2018;;;
1095-8649;Journal of Fish Biology;Hybrid;3000;2018;;;
1365-2761;Journal of Fish Diseases;Hybrid;4200;2018;;;
1753-318X;Journal of Flood Risk Management;Hybrid;3300;2018;;;
1745-4514;Journal of Food Biochemistry;Hybrid;2500;2018;;;
1745-4530;Journal of Food Process Engineering;Hybrid;2500;2018;;;
1745-4549;Journal of Food Processing and Preservation;Hybrid;2900;2018;;;
1745-4565;Journal of Food Safety;Hybrid;2500;2018;;;
1750-3841;Journal of Food Science;Hybrid;3000;2018;;;
1099-131X;Journal of Forecasting;Hybrid;2500;2018;;;
1556-4029;Journal of Forensic Sciences;Hybrid;3000;2018;;;
1096-9934;Journal of Futures Markets;Hybrid;2500;2018;;;
1440-1746;Journal of Gastroenterology and Hepatology;Hybrid;4000;2018;;;
1521-2254;Journal of Gene Medicine - The;Hybrid;3000;2018;;;
2169-8996;Journal of Geophysical Research: Atmospheres;Hybrid;3500;2018;;;
